city,streetAddress,zipcode,latitude,longitude,propertyTaxRate,garageSpaces,hasCooling,hasGarage,hasHeating,hasSpa,hasView,homeType,yearBuilt,latestPrice,numPriceChanges,numOfAccessibilityFeatures,numOfAppliances,numOfParkingFeatures,numOfPatioAndPorchFeatures,numOfSecurityFeatures,numOfWaterfrontFeatures,numOfWindowFeatures,numOfCommunityFeatures,lotSizeSqFt,livingAreaSqFt,avgSchoolRating,numOfBathrooms,numOfBedrooms,numOfStories,numOfSchools,predicted_price_lr,difference_lr,percent_change_lr,predict_price_nn,difference_nn,percent_change_nn
pflugerville,1100 Oblique Dr,78660,30.41493416,-97.64328766,1.98,2,True,True,True,False,False,Single Family,2016,279900,2,0,3,2,0,3,0,0,0,5401.0,1580,3.666666667,2.0,3,1,3,386492.77613799897,-106592.77613799904,-38.08,316891.72,-36991.71875,-13.22
del valle,12612 Stoney Ridge Bnd,78617,30.159338,-97.63335419,1.98,0,True,False,True,False,False,Single Family,2016,250000,1,0,4,1,0,0,0,0,0,4965.0,2281,3.0,3.0,3,2,3,539420.5613583864,-289420.5613583864,-115.77,463022.6,-213022.59375,-85.21
del valle,12813 Buenos Aires Pkwy,78617,30.16776848,-97.62343597,1.98,2,True,True,True,False,True,Single Family,2005,239900,9,0,4,2,1,0,0,0,0,6011.0,1762,3.333333333,2.0,4,1,3,344787.7174097097,-104887.7174097097,-43.72,240893.02,-993.015625,-0.41
del valle,11601 Arrowmound Pass,78617,30.15428352,-97.65058136,1.98,0,True,False,True,False,False,Single Family,2003,200000,1,0,4,1,0,0,0,0,0,6926.0,1326,3.0,2.0,3,1,3,312041.7142927393,-112041.71429273927,-56.02,197499.5,2500.5,1.25
del valle,12221 Ferrystone Cv,78617,30.15972137,-97.63627625,1.98,2,True,True,True,False,False,Single Family,2010,131679,5,0,2,2,1,1,0,0,0,10846.0,1655,3.0,3.0,3,2,3,388740.61293094634,-257061.61293094628,-195.22,257297.95,-125618.953125,-95.4
del valle,11712 Maybach Dr,78617,30.15768814,-97.64641571,1.98,2,True,True,True,False,False,Single Family,2000,200000,1,0,4,2,3,1,0,1,0,6621.0,1228,3.0,2.0,3,1,3,296829.62744358345,-96829.62744358343,-48.41,262094.88,-62094.875,-31.05
del valle,6004 Arnhem Cv,78617,30.16875839,-97.61647034,1.98,2,True,True,True,False,False,Single Family,2009,212000,5,0,3,2,0,0,0,0,0,10802.0,1752,3.333333333,2.0,4,1,3,326863.48907049256,-114863.48907049256,-54.18,241172.92,-29172.921875,-13.76
austin,10505 Cannon Mark Way,78717,30.48640823,-97.79472351,2.21,0,True,False,True,False,False,Single Family,2014,687850,13,0,4,2,0,0,0,0,0,10672.0,4564,7.666666667,6.0,5,2,3,1005639.5472497852,-317789.5472497852,-46.2,649658.6,38191.375,5.55
austin,15524 Staked Plains Loop,78717,30.49437523,-97.79651642,2.21,2,True,True,True,False,True,Single Family,2007,409000,4,0,6,3,0,0,0,0,0,9060.0,3233,8.333333332999999,4.0,5,2,3,501083.0801024812,-92083.08010248117,-22.51,448334.62,-39334.625,-9.62
austin,15217 Sabal Palm Rd,78724,30.25570679,-97.5769577,1.98,2,True,True,True,False,False,Single Family,2006,199000,3,1,2,2,1,0,0,0,0,7448.0,1511,2.666666667,2.0,3,1,3,458884.61646905704,-259884.61646905704,-130.6,294076.28,-95076.28125,-47.78
austin,14004 Chisos Trl,78717,30.49563789,-97.79787445,2.21,0,True,False,True,False,False,Single Family,2008,400000,2,0,3,2,0,0,0,0,0,7666.0,2228,8.333333332999999,2.0,3,1,3,350395.31163434987,49604.68836565013,12.4,358650.38,41349.625,10.34
austin,14108 Laurinburg Dr,78717,30.49025726,-97.79174042,2.21,2,True,True,True,False,False,Residential,2015,699000,1,0,7,2,2,0,0,0,1,10890.0,4020,7.666666667,4.0,4,2,3,792385.6035929854,-93385.60359298554,-13.36,650867.25,48132.75,6.89
austin,14405 Laurinburg Dr,78717,30.48877525,-97.79489899,2.21,2,True,True,True,False,False,Single Family,2013,549900,2,0,4,3,0,0,0,0,0,8494.0,3494,7.666666667,5.0,4,2,3,751763.0329453179,-201863.03294531794,-36.71,551789.1,-1889.125,-0.34
austin,6700 Evelyn Rd,78747,30.08774757,-97.7052002,1.98,2,True,True,True,False,False,Mobile / Manufactured,2007,350000,6,0,3,2,0,0,0,0,0,107593.2,1216,3.333333333,5.0,8,1,3,53449.23782339669,296550.76217660325,84.73,211619.05,138380.953125,39.54
austin,14702 Menifee St,78725,30.2331543,-97.58731842,1.98,2,True,True,True,False,False,Single Family,1999,240000,2,0,4,2,2,0,0,0,0,5183.0,1534,3.0,3.0,3,1,3,470002.6524495997,-230002.6524495997,-95.83,409871.38,-169871.375,-70.78
austin,15303 Lucian St,78725,30.23806572,-97.57801819,1.98,2,True,True,True,False,False,Single Family,2013,249900,1,2,3,2,1,1,0,0,0,7405.0,1738,3.0,2.0,3,1,3,516801.7971432174,-266901.7971432174,-106.8,556972.4,-307072.375,-122.88
austin,14224 Canyon Trl,78717,30.49218941,-97.79308319,2.21,3,True,True,True,False,False,Single Family,2010,400000,2,0,3,3,2,1,0,1,0,12196.8,2630,8.333333332999999,3.0,5,2,3,241476.04871606198,158523.95128393802,39.63,390844.34,9155.65625,2.29
austin,15207 Lucian St,78725,30.23823738,-97.57833099,1.98,2,True,True,True,False,False,Single Family,2012,200000,1,0,5,2,0,0,0,0,0,8145.0,1652,3.0,2.0,3,1,3,405943.1870955073,-205943.18709550725,-102.97,342380.47,-142380.46875,-71.19
austin,12525 Verandah Ct,78726,30.42645645,-97.85929108,1.98,2,True,True,True,False,True,Single Family,2004,875000,2,0,8,2,4,1,0,0,0,30056.4,3402,7.0,4.0,4,2,3,841946.059768738,33053.940231262015,3.78,866153.3,8846.6875,1.01
austin,9601 Cliffbrook Dr,78747,30.10340118,-97.71691132,1.98,2,True,True,True,False,False,Single Family,1970,164995,4,0,1,2,2,2,0,1,0,102366.0,2350,3.333333333,2.0,3,1,3,584433.7241080693,-419438.72410806944,-254.21,353903.78,-188908.78125,-114.49
austin,5509 Bonneville Bnd,78744,30.17614555,-97.69814301,1.98,2,True,True,True,False,False,Single Family,2016,287500,2,0,4,2,0,0,0,0,0,6141.0,1634,3.666666667,2.0,3,1,3,401323.7426581567,-113823.74265815668,-39.59,274461.4,13038.59375,4.54
austin,10912 Crosbyton Ln,78717,30.48899651,-97.79379272,2.21,2,True,True,True,False,False,Single Family,2013,650000,1,0,3,3,1,0,0,2,0,8363.0,3047,7.666666667,4.0,4,1,3,654722.8183306025,-4722.818330602488,-0.73,530618.9,119381.125,18.37
austin,4606 Belfield Ln,78725,30.24176788,-97.57905579,1.98,0,True,False,True,False,False,Single Family,2015,196000,1,0,7,1,0,0,0,0,0,5532.0,1399,3.0,2.0,3,1,3,330770.8752223568,-134770.87522235676,-68.76,274838.06,-78838.0625,-40.22
austin,11223 Tom Sassman Rd,78747,30.0850296,-97.69979095,1.98,0,False,False,True,False,False,Single Family,1985,239999,5,0,1,0,0,0,0,0,0,411206.4,1264,3.333333333,2.0,3,1,3,451127.44481550966,-211128.4448155097,-87.97,136661.8,103337.203125,43.06
austin,12512 Verandah Ct,78726,30.42596436,-97.85840607,1.98,0,True,False,True,False,False,Single Family,2005,830000,5,0,4,1,1,3,0,1,0,19166.4,3573,7.0,5.0,4,2,3,953882.1080678544,-123882.10806785455,-14.93,824740.9,5259.125,0.63
austin,14500 James Vincent Dr,78725,30.23158455,-97.59126282,1.98,0,True,False,True,False,False,Single Family,2000,219990,1,0,4,1,0,1,0,0,0,6229.0,2035,3.0,3.0,3,2,3,475978.7799251403,-255988.77992514032,-116.36,383075.7,-163085.6875,-74.13
austin,11928 Aitne Ln,78725,30.21509933,-97.63643646,1.98,0,True,False,True,False,False,Single Family,2009,195000,1,0,4,1,0,0,0,0,0,6751.0,1304,3.0,2.0,3,1,3,306396.98132566805,-111396.98132566805,-57.13,183378.5,11621.5,5.96
austin,14423 Ridgetop Ter,78732,30.41598701,-97.90055847,1.98,7,True,True,True,True,True,Single Family,2005,4250000,7,0,7,2,0,0,0,0,0,106286.4,7284,7.0,7.0,7,2,3,1905675.824035764,2344324.1759642363,55.16,2009521.4,2240478.625,52.72
austin,5524 Loma Alta Dr,78744,30.17544556,-97.69815826,1.98,2,True,True,True,False,False,Single Family,2016,309999,1,0,7,2,0,0,0,0,0,7100.0,1907,3.666666667,3.0,3,2,3,453720.4714201449,-143721.4714201449,-46.36,299562.7,10436.3125,3.37
austin,10707 Beckwood Dr,78726,30.4428997,-97.824646,1.98,2,True,True,True,False,False,Single Family,1988,427000,5,0,2,2,2,2,0,1,0,10890.0,2484,8.0,3.0,4,2,3,496377.0180356314,-69377.0180356314,-16.25,536541.1,-109541.125,-25.65
austin,2703 Crownover St,78725,30.22610283,-97.59052277,1.98,0,True,False,True,False,False,Single Family,2006,205000,2,0,6,1,0,0,0,0,0,4399.0,2088,3.0,3.0,4,1,3,497148.27451998775,-292148.27451998764,-142.51,463935.97,-258935.96875,-126.31
austin,9704 Rodriguez Rd,78747,30.11837578,-97.70490265,1.98,0,True,False,True,False,False,Single Family,2013,300000,4,0,2,0,0,0,0,0,0,43560.0,2100,3.666666667,3.0,4,1,3,500248.7710145724,-200248.77101457235,-66.75,312209.53,-12209.53125,-4.07
austin,11429 Running Brush Ln,78717,30.49414444,-97.79753113,2.21,0,True,False,True,False,True,Single Family,2008,344600,3,0,5,2,2,0,0,2,0,6786.0,2134,8.333333332999999,3.0,3,2,3,323989.354887035,20610.645112965023,5.98,362451.75,-17851.75,-5.18
austin,14503 Ridgetop Ter,78732,30.41670609,-97.90070343,1.98,2,True,True,True,True,True,Single Family,1992,3395000,9,0,4,3,3,0,2,0,0,86684.4,4747,7.0,5.0,5,1,3,2054206.2384277682,1340793.7615722322,39.49,2142915.0,1252085.0,36.88
austin,7212 Garnet Mill Ln,78744,30.16147995,-97.72125244,1.98,2,True,True,True,False,False,Single Family,2015,399900,1,0,4,2,1,4,0,0,0,8537.0,2629,3.666666667,3.0,3,1,3,749652.7299430484,-349752.72994304844,-87.46,514652.0,-114752.0,-28.7
austin,10700 Mcfarlie Cv,78750,30.42639351,-97.79273224,1.98,2,True,True,True,True,False,Single Family,1991,648000,6,0,6,2,2,2,0,0,0,11325.6,2567,9.0,3.0,4,2,3,590575.0053846056,57424.99461539438,8.86,565738.8,82261.1875,12.69
austin,2521 Elara Dr,78725,30.213117600000004,-97.63728333,1.98,0,True,False,True,False,False,Single Family,2009,186500,1,0,3,1,0,0,0,0,0,7797.0,1420,3.0,2.0,3,1,3,336160.18679411546,-149660.18679411546,-80.25,204588.8,-18088.796875,-9.7
austin,804 Hatton Hill Ct,78725,30.23823547,-97.58043671,1.98,2,True,True,True,False,False,Single Family,2015,219000,1,0,5,2,1,1,0,0,0,4617.0,1267,3.0,2.0,3,1,3,306834.9228347542,-87834.92283475422,-40.11,287223.12,-68223.125,-31.15
austin,3100 Caleb Dr,78725,30.22929382,-97.59007263,1.98,0,True,False,True,False,False,Single Family,2004,179900,1,0,0,1,0,0,0,0,0,5924.0,1194,3.0,2.0,3,1,3,278173.34297041147,-98273.34297041153,-54.63,187451.77,-7551.765625,-4.2
austin,13500 Hymeadow Cir,78729,30.46325684,-97.78580475,2.21,0,True,False,True,False,False,Single Family,2011,405000,1,0,3,2,2,1,0,1,0,5619.0,2142,6.0,2.0,3,1,3,328003.6048989848,76996.39510101522,19.01,420620.72,-15620.71875,-3.86
austin,14007 Panorama Dr,78732,30.41860008,-97.89057159,1.98,5,True,True,True,False,True,Single Family,2006,2950000,4,0,4,4,0,0,0,0,0,68389.2,9591,7.0,7.0,5,2,3,2623889.598293809,326110.4017061908,11.05,3232803.0,-282803.0,-9.59
austin,10207 Fm 1625,78747,30.11583138,-97.71607208,1.98,0,True,False,True,False,True,Single Family,1993,565000,1,0,2,1,3,2,0,0,0,1001880.0,2169,3.333333333,3.0,3,2,3,525944.9637825924,39055.036217407556,6.91,325680.03,239319.96875,42.36
austin,2312 Elara Dr,78725,30.21501923,-97.63804626,1.98,0,True,False,True,False,False,Single Family,2014,194098,1,0,5,1,0,0,0,0,0,5445.0,1296,3.0,2.0,3,1,3,304343.66578265536,-110245.66578265537,-56.8,184568.73,9529.265625,4.91
austin,5708 Roderick Dr,78724,30.25937271,-97.58674622,1.98,1,True,True,True,False,False,Single Family,2018,255700,2,0,3,2,0,0,0,0,0,6098.0,2570,2.666666667,3.0,4,2,3,513961.3567063913,-258261.3567063913,-101.0,408663.22,-152963.21875,-59.82
austin,10701 Beckwood Dr,78726,30.44238663,-97.82499695,1.98,0,True,False,True,False,False,Single Family,1989,495000,1,0,3,1,0,0,0,0,0,9147.0,3140,8.0,3.0,5,2,3,550343.0591877031,-55343.05918770307,-11.18,645296.75,-150296.75,-30.36
austin,5504 Loma Alta Dr,78744,30.1761322,-97.69773102,1.98,2,True,True,True,False,False,Single Family,2016,325000,4,0,4,2,1,1,0,1,0,6141.0,2068,3.666666667,3.0,4,2,3,389964.635386138,-64964.63538613799,-19.99,289952.2,35047.8125,10.78
austin,10044 Vallejo Plains Ln #4,78719,30.10301971,-97.69129944,1.98,2,True,True,True,False,False,Single Family,1982,250000,1,0,3,2,2,0,0,0,0,64468.8,2736,3.333333333,2.0,4,1,3,579362.2881950701,-329362.2881950701,-131.74,650843.75,-400843.75,-160.34
austin,15101 Nordyke Ln,78725,30.23895073,-97.5803299,1.98,2,True,True,True,False,True,Single Family,2006,198500,4,0,5,2,1,1,0,0,0,5749.0,1807,3.0,2.0,4,1,3,356008.23957033065,-157508.2395703306,-79.35,345086.78,-146586.78125,-73.85
austin,10615 Beckwood Dr,78726,30.44222832,-97.82511139,1.98,2,True,True,True,False,True,Single Family,1990,485000,1,0,5,2,1,1,0,0,0,8624.0,2956,8.0,3.0,5,1,3,640412.0661162289,-155412.06611622893,-32.04,734287.2,-249287.1875,-51.4
austin,14515 Ridgetop Ter,78732,30.41809464,-97.90081787,1.98,6,True,True,True,True,True,Single Family,1996,5495000,5,0,2,2,0,0,0,0,0,24829.2,8800,7.0,8.0,5,3,3,2481297.4728439646,3013702.5271560354,54.84,2748859.2,2746140.75,49.98
austin,12100 Wickline Way,78717,30.49202919,-97.79917908,2.21,2,True,True,True,False,False,Single Family,2016,440000,1,0,4,3,1,2,0,1,0,5536.0,2595,8.333333332999999,3.0,5,2,3,227038.31448491593,212961.68551508407,48.4,402154.25,37845.75,8.6
austin,2525 Elara Dr,78725,30.21296501,-97.63726807,1.98,0,True,False,True,False,False,Single Family,2010,225000,2,0,5,1,0,0,0,0,0,9626.0,1420,3.0,2.0,3,1,3,336161.19579622126,-111161.19579622128,-49.4,188122.5,36877.5,16.39
austin,4010 Louise Lee Dr,78725,30.24004555,-97.58735657,1.98,2,True,True,True,False,True,Single Family,2003,207900,4,0,2,2,0,0,0,0,0,5314.0,1929,3.0,2.0,3,1,3,492373.85695482494,-284473.8569548249,-136.83,372343.56,-164443.5625,-79.1
austin,10714 Fountainbleu Cir,78750,30.43397141,-97.8055191,1.98,2,True,True,True,True,False,Single Family,1976,575000,1,0,4,2,1,0,0,0,0,14810.4,2170,8.666666667000001,2.0,4,1,3,507015.8657119379,67984.13428806211,11.82,515670.5,59329.5,10.32
austin,4015 Ayala Dr,78725,30.23721313,-97.5835495,1.98,0,True,False,True,False,False,Single Family,1996,200000,1,0,2,1,0,1,0,0,0,6969.0,1592,3.0,3.0,3,2,3,362316.73651026073,-162316.73651026073,-81.16,283264.56,-83264.5625,-41.63
austin,10816 Crosbyton Ln,78717,30.48861694,-97.79280853,2.21,0,True,False,True,False,False,Single Family,2016,675000,2,0,3,2,1,0,0,0,0,12632.4,3837,7.666666667,5.0,5,2,3,724774.1757460324,-49774.17574603226,-7.37,619926.2,55073.8125,8.16
austin,8201 Denali Pkwy APT 2,78726,30.42463112,-97.8576889,1.98,0,True,False,True,False,False,Single Family,2011,975000,1,0,3,1,0,0,0,0,0,58806.0,3450,7.0,4.0,4,1,3,940969.475333062,34030.524666938,3.49,884029.5,90970.5,9.33
austin,9512 Eddystone St,78729,30.45297623,-97.78694916,2.21,6,True,True,True,False,False,Single Family,1976,259000,2,0,4,3,0,0,0,0,0,16552.8,1239,5.333333333,2.0,3,1,3,127420.80388429598,131579.19611570402,50.8,252206.27,6793.734375,2.62
austin,7912 Annalise Dr,78744,30.17658806,-97.69738007,1.98,0,True,False,True,False,False,Single Family,2016,275000,1,0,4,1,0,0,0,1,0,5488.0,1449,3.666666667,2.0,3,1,3,343599.5700967584,-68599.57009675843,-24.95,275730.06,-730.0625,-0.27
austin,14611 Highsmith St,78725,30.23699188,-97.58533478,1.98,0,True,False,True,False,False,Single Family,1997,199999,4,0,3,1,1,0,0,0,0,5227.0,1335,3.0,2.0,3,1,3,314349.9464541769,-114350.94645417693,-57.18,194587.86,5411.140625,2.71
austin,12011 Clayton Creek Ave,78725,30.22005844,-97.63460541,1.98,2,True,True,True,False,False,Single Family,2020,268729,5,0,3,1,0,1,0,1,0,4800.0,1514,3.0,2.0,3,1,3,370208.8963803926,-101479.8963803926,-37.76,210406.95,58322.046875,21.7
austin,10701 Copper Basin Cv,78717,30.48804855,-97.79401398,2.21,0,True,False,True,False,False,Single Family,2013,625000,1,0,2,2,1,0,0,0,0,15681.6,3111,7.666666667,3.0,4,1,3,566553.1882220826,58446.81177791744,9.35,516773.88,108226.125,17.32
austin,11204 Tanya Trl,78726,30.44311714,-97.82407379,1.98,4,True,True,True,False,False,Single Family,1989,435000,7,0,2,2,2,0,0,2,0,8973.0,3113,8.0,3.0,4,2,3,668669.159911521,-233669.159911521,-53.72,653262.56,-218262.5625,-50.18
austin,8016 Annalise Dr,78744,30.17620659,-97.6965332,1.98,0,True,False,True,False,False,Single Family,2016,285000,2,0,4,1,0,0,0,0,0,5662.0,1973,3.666666667,3.0,3,2,3,460396.0359208819,-175396.0359208819,-61.54,296988.72,-11988.71875,-4.21
austin,5602 Wolf Ct,78731,30.35284042,-97.79354858,1.98,0,True,False,True,False,False,Townhouse,1995,399900,1,0,3,1,0,0,0,0,0,3963.0,1487,7.0,2.0,2,1,3,458087.157458775,-58187.15745877497,-14.55,455184.4,-55284.40625,-13.82
austin,809 Silver Wing Dr,78725,30.23677063,-97.58175659,1.98,0,True,False,True,False,False,Single Family,2016,215000,1,0,3,1,0,0,0,0,0,5749.0,1370,3.0,2.0,3,1,3,323330.33782873186,-108330.33782873185,-50.39,269621.1,-54621.09375,-25.41
austin,12709 Cloud Mountain Xing,78726,30.42306328,-97.86306763,1.98,2,True,True,True,False,False,Single Family,2000,519500,3,0,2,2,1,3,0,0,0,7666.0,3055,7.0,4.0,4,2,3,736890.908174345,-217390.90817434504,-41.85,602790.4,-83290.375,-16.03
austin,9621 Solana Vista Loop #B,78750,30.39213753,-97.8269043,1.98,0,True,False,True,False,False,Townhouse,2010,450000,1,0,2,1,0,0,0,0,0,6368.0,2283,7.0,3.0,4,2,3,435195.88201104593,14804.117988954065,3.29,423306.53,26693.46875,5.93
austin,11100 Amesite Trl,78726,30.43273163,-97.82700348,1.98,0,True,False,True,False,False,Single Family,1995,463700,1,0,2,1,0,0,0,0,0,9539.0,3115,8.0,3.0,4,2,3,648667.5179724129,-184967.51797241272,-39.89,640650.3,-176950.3125,-38.16
austin,14304 Rosseau St,78725,30.24313545,-97.58552551,1.98,2,True,True,True,False,False,Single Family,1987,209900,1,0,7,2,0,0,0,1,0,5558.0,1419,3.0,2.0,3,1,3,346159.9286996352,-136259.9286996352,-64.92,283559.75,-73659.75,-35.09
austin,5217 Bonneville Bnd,78744,30.17849541,-97.6966629,1.98,2,True,True,True,False,False,Single Family,2016,375000,2,0,2,2,1,0,0,0,0,6969.0,2682,3.666666667,5.0,7,2,3,422284.8906964001,-47284.89069640008,-12.61,384203.3,-9203.3125,-2.45
austin,12008 Thyone Dr,78725,30.21564484,-97.63555145,1.98,2,True,True,True,False,False,Single Family,2014,229900,1,0,2,2,1,1,0,0,0,4573.0,1936,3.0,3.0,4,2,3,356095.9518193097,-126195.95181930973,-54.89,335188.5,-105288.5,-45.8
austin,12726 Cloud Mountain Xing,78726,30.42333984,-97.8644104,1.98,2,True,True,True,False,True,Single Family,2001,549900,1,0,3,2,0,0,0,0,0,10105.0,3794,7.0,4.0,4,2,3,942837.3918594249,-392937.39185942477,-71.46,841612.6,-291712.625,-53.05
austin,7003 Jester Blvd,78750,30.37599945,-97.7984848,1.98,0,True,False,True,False,False,Single Family,1983,690000,3,0,5,1,0,0,0,0,0,10367.0,2967,7.0,3.0,4,2,3,610694.9660765554,79305.03392344457,11.49,534191.44,155808.5625,22.58
austin,10704 Copper Basin Cv,78717,30.48835182,-97.79445648,2.21,0,True,False,True,False,False,Single Family,2014,584900,1,0,3,2,0,0,0,0,0,7501.0,3787,7.666666667,4.0,5,2,3,617605.7491795507,-32705.749179550683,-5.59,561754.3,23145.6875,3.96
pflugerville,1008 Bethel Way,78660,30.43100929,-97.66204071,1.98,2,True,True,True,False,False,Single Family,2011,287500,3,0,3,2,0,0,0,0,0,7623.0,2314,2.666666667,3.0,5,1,3,460654.8130184251,-173154.8130184251,-60.23,313678.53,-26178.53125,-9.11
austin,11902 Arch Hill Dr,78750,30.44328117,-97.79827881,1.98,0,True,False,True,False,False,Single Family,1977,599800,2,0,7,1,2,1,0,1,0,11325.6,2753,8.666666667000001,3.0,5,1,3,562710.2777349993,37089.72226500069,6.18,633492.94,-33692.9375,-5.62
austin,5229 Bonneville Bnd,78744,30.17821121,-97.69682312,1.98,0,True,False,True,False,False,Single Family,2016,325000,1,0,4,1,0,0,0,0,0,6185.0,2068,3.666666667,3.0,4,2,3,380032.2887200161,-55032.288720016135,-16.93,308257.53,16742.46875,5.15
austin,14904 Mistletoe Heights Dr,78717,30.50044441,-97.79090881,2.21,2,True,True,True,False,False,Single Family,2006,350000,2,0,4,3,1,1,0,1,0,5140.0,1791,8.333333332999999,3.0,3,2,3,230554.676871232,119445.32312876801,34.13,318142.84,31857.15625,9.1
austin,12704 Cloud Mountain Xing,78726,30.42362785,-97.86334991,1.98,0,True,False,True,False,False,Single Family,2001,574900,1,0,3,1,0,0,0,0,0,11325.6,3338,7.0,4.0,4,2,3,800221.4675688071,-225321.4675688071,-39.19,632283.4,-57383.375,-9.98
austin,9413 Solana Vista Loop #B,78750,30.39304733,-97.82636261,1.98,2,True,True,True,False,False,Condo,2013,374000,3,0,3,2,0,0,0,0,0,6368.0,2283,7.0,3.0,4,2,3,445453.4334858072,-71453.43348580715,-19.11,418781.8,-44781.8125,-11.97
austin,11907 Arch Hill Dr,78750,30.44368362,-97.79793549,1.98,0,True,False,True,False,False,Single Family,1977,699900,3,0,3,1,1,1,0,1,0,27442.8,2997,8.666666667000001,3.0,4,1,3,730061.9206361144,-30161.920636114435,-4.31,666247.5,33652.5,4.81
austin,4617 Cleto St,78725,30.24139214,-97.57658386,1.98,0,True,False,True,False,False,Single Family,2017,205000,2,0,3,1,0,0,0,1,0,7274.0,1225,3.0,2.0,3,1,3,286127.8935948482,-81127.89359484822,-39.57,218913.78,-13913.78125,-6.79
austin,8225 Phantom Canyon Dr,78726,30.4257164,-97.86064148,1.98,2,True,True,True,False,False,Single Family,2002,425000,3,0,3,2,1,2,0,1,0,9670.0,2864,7.0,3.0,5,1,3,601121.4918399707,-176121.4918399707,-41.44,521870.56,-96870.5625,-22.79
austin,5706 Eagle Clfs,78731,30.35377121,-97.79362488,1.98,0,True,False,True,False,False,Single Family,1984,425000,1,0,7,1,0,2,0,1,0,3920.0,1573,7.0,2.0,3,1,3,374763.56749636936,50236.43250363063,11.82,465407.06,-40407.0625,-9.51
austin,9008 Scotsman Dr,78750,30.42850685,-97.79425049,1.98,2,True,True,True,False,True,Single Family,1988,684000,3,0,3,2,1,1,0,0,0,10454.0,2656,9.0,3.0,4,2,3,556193.879466336,127806.120533664,18.69,609842.1,74157.875,10.84
austin,10512 Dunham Forest Rd,78717,30.49367523,-97.78601074,2.21,2,True,True,True,False,True,Single Family,2002,359965,1,0,4,3,2,1,0,1,0,5140.0,1975,8.333333332999999,3.0,4,2,3,188386.88878528468,171578.1112147153,47.67,331254.28,28710.71875,7.98
